iter	locus	ct0	ct1	ct2
21	0	0.000249323869	0.004091489842	0.02763546964
21	1	0.001093633006	0.006240688658	0.03979341991
21	2	0.01203706972	0.0126002158	0.02880434312
21	3	0.009995345797	0.01039251334	0.05401155824
21	4	0.008957446151	0.01038078924	0.02308273912
21	5	0.02146564585	0.02788916279	0.03239298143
21	6	0.004570454688	0.005488761543	0.03063749872
21	7	0.002515226339	0.01047610651	0.05112113561
21	8	0.003349382781	0.02073988492	0.02310815793
21	9	0.0006075515167	0.008118191999	0.008499813284
22	0	0.000249323869	0.03512343016	0.05078141243
22	1	0.006753176153	0.020426999	0.03979341991
22	2	0.0125391569	0.0126002158	0.04289516782
22	3	0.003123333499	0.008697028343	0.06337419056
22	4	0.0007746069273	0.01295957797	0.02549629505
22	5	0.01470150165	0.03124957804	0.06091476279
22	6	0.001202780546	0.002562878641	0.04522683596
22	7	0.002515226339	0.02347001722	0.05112113561
22	8	0.006477198979	0.009447634373	0.01610530222
22	9	0.0006075515167	0.003595101609	0.02298133676
23	0	0.000249323869	0.01860053179	0.05327529848
23	1	0.006753176153	0.03250800176	0.04892739386
23	2	0.00352477377	0.0125391569	0.02765103903
23	3	0.008697028343	0.03069549576	0.06632045456
23	4	0.01099136064	0.01295957797	0.02489919628
23	5	0.01336572605	0.01470150165	0.06078743859
23	6	0.002562878641	0.01443091734	0.03975078386
23	7	0.002515226339	0.01028183668	0.04092720619
23	8	0.0007138105666	0.006477198979	0.02004048437
23	9	0.0006075515167	0.007764686816	0.02298133676
24	0	0.0003894504929	0.01490154205	0.02482746198
24	1	0.01170251292	0.0163588199	0.02196376224
24	2	0.0005298991263	0.004948189151	0.03298213206
24	3	0.01283328283	0.03069549576	0.06764665174
24	4	0.002000007449	0.002217227664	0.01099136064
24	5	0.004079111472	0.02779242041	0.03287704778
24	6	0.005907780788	0.02135555056	0.0245787723
24	7	0.002515226339	0.03234562129	0.04092720619
24	8	0.0002890738747	0.006477198979	0.007821227579
24	9	0.0006075515167	0.007764686816	0.02298133676
25	0	0.0003894504929	0.008139465962	0.02727835464
25	1	0.005186123822	0.01865238994	0.0224620576
25	2	0.0005298991263	0.004948189151	0.04703942922
25	3	0.01283328283	0.02330100246	0.03426411471
25	4	0.002217227664	0.002824692382	0.003323795315
25	5	0.004079111472	0.01328160725	0.02236315791
25	6	0.00441058121	0.01317532294	0.0245787723
25	7	0.002515226339	0.03234562129	0.06769164422
25	8	0.0002890738747	0.00429367438	0.006137379826
25	9	0.0006075515167	0.003463635487	0.01941495848
26	0	0.0003894504929	0.0127767408	0.02727835464
26	1	0.01033421294	0.01625805762	0.04693997235
26	2	0.0005298991263	0.01370640572	0.01527884806
26	3	0.008529866961	0.02330100246	0.03426411471
26	4	0.001320762298	0.002824692382	0.01165051288
26	5	0.004079111472	0.01175253569	0.04367851483
26	6	0.00441058121	0.01317532294	0.0245787723
26	7	0.002515226339	0.02678099544	0.06039841902
26	8	0.001357611852	0.00383040572	0.006137379826
26	9	0.003463635487	0.006518162013	0.03795353267
27	0	0.006132927724	0.0191521063	0.02727835464
27	1	0.00535581356	0.009012191378	0.04693997235
27	2	0.0005298991263	0.01370640572	0.03795237715
27	3	0.006659761185	0.02330100246	0.03426411471
27	4	0.00048259571	0.005400142642	0.01165051288
27	5	0.006942303628	0.02715982105	0.03727104345
27	6	0.00441058121	0.02022201843	0.0213586752
27	7	0.002515226339	0.02742757461	0.06039841902
27	8	0.001202936513	0.00383040572	0.006137379826
27	9	0.005525635752	0.006518162013	0.01958792828
28	0	0.006132927724	0.0191521063	0.03963257257
28	1	0.005241359043	0.009012191378	0.04693997235
28	2	0.007084027084	0.01434785762	0.03584074645
28	3	0.005318184819	0.008684915004	0.04544047963
28	4	0.00048259571	0.00763486362	0.01580523883
28	5	0.007690417709	0.02589042055	0.02715982105
28	6	0.00441058121	0.02022201843	0.0213586752
28	7	0.0003259903855	0.008517631049	0.05838834365
28	8	0.0003010199151	0.003917535117	0.01161909124
28	9	0.006518162013	0.009242603727	0.02213718343
29	0	0.006132927724	0.0170625749	0.03963257257
29	1	0.001756187678	0.009012191378	0.01917967737
29	2	0.002235031568	0.003783701847	0.03366023285
29	3	0.005318184819	0.008965137321	0.05169813553
29	4	0.00048259571	0.004141937654	0.005703766639
29	5	0.00681491593	0.02715982105	0.03885125636
29	6	0.003319385894	0.01684216821	0.02502217502
29	7	0.0003259903855	0.005200629496	0.05838834365
29	8	0.0003010199151	0.003917535117	0.01069800363
29	9	0.006518162013	0.007274333866	0.03912726971
30	0	0.004307546882	0.01195328797	0.0199824564
30	1	0.001341868693	0.009012191378	0.04406773827
30	2	0.003058502614	0.02212060505	0.03143767768
30	3	0.005318184819	0.02248440597	0.05073329116
30	4	0.00048259571	0.0008884739061	0.0009820874758
30	5	0.02104272622	0.02463076572	0.03885125636
30	6	0.008380907909	0.0102768321	0.02502217502
30	7	0.0003259903855	0.005200629496	0.03710891096
30	8	0.002173820595	0.003917535117	0.01069800363
30	9	0.001463673179	0.006518162013	0.03912726971
31	0	0.004292979097	0.004307546882	0.02445619642
31	1	0.002909953176	0.009012191378	0.02428326131
31	2	0.003058502614	0.01260103511	0.05089317492
31	3	0.005318184819	0.02161431942	0.04343577673
31	4	0.00048259571	0.004727844067	0.023179333
31	5	0.007723641749	0.02463076572	0.03885125636
31	6	0.008380907909	0.0102768321	0.02502217502
31	7	0.0003259903855	0.005200629496	0.05631629678
31	8	0.002173820595	0.003917535117	0.01069800363
31	9	0.001463673179	0.006518162013	0.02877641133
32	0	0.004307546882	0.02281210607	0.03781745276
32	1	0.001919975515	0.009012191378	0.05818159583
32	2	0.0060992093	0.01260103511	0.03275970344
32	3	0.01320395695	0.01386816837	0.04343577673
32	4	0.006779933347	0.01004917527	0.02219547654
32	5	0.002299712623	0.01289831943	0.0485919655
32	6	0.00448658804	0.0102768321	0.03863820053
32	7	0.0003259903855	0.005200629496	0.02658761898
32	8	0.002903422896	0.004147089171	0.01069800363
32	9	0.001463673179	0.003360921417	0.02877641133
33	0	0.01093589946	0.01214937106	0.02365466411
33	1	0.0008450698332	0.01467186495	0.05283487304
33	2	0.0060992093	0.01514806403	0.04722808446
33	3	0.01386816837	0.01800772397	0.04343577673
33	4	0.006779933347	0.01004917527	0.01172896669
33	5	0.007423097335	0.02380761456	0.0485919655
33	6	0.00448658804	0.0102768321	0.02435233988
33	7	0.0003259903855	0.005200629496	0.03266769377
33	8	0.002022813174	0.004053316517	0.01069800363
33	9	0.001700183537	0.00254357199	0.01347203784
34	0	0.003890487872	0.01214937106	0.04086923813
34	1	0.002361849499	0.005124198459	0.05451290936
34	2	0.00570621806	0.01745668212	0.05374723677
34	3	0.002229838702	0.007987103558	0.04504104972
34	4	0.006211107553	0.01031236023	0.01172896669
34	5	0.007423097335	0.05088901554	0.05292120677
34	6	0.00448658804	0.006013998538	0.02786744717
34	7	0.0003259903855	0.003135574813	0.05686404086
34	8	0.002022813174	0.01069800363	0.01214933482
34	9	0.00254357199	0.01377858446	0.03872771987
35	0	0.01214937106	0.01622751101	0.04086923813
35	1	0.002361849499	0.0040658383	0.04273969178
35	2	0.009616656601	0.02060637002	0.04074574936
35	3	0.002229838702	0.004232425568	0.04822624872
35	4	0.00754335457	0.009721649363	0.01172896669
35	5	0.00536934136	0.05088901554	0.05264487844
35	6	0.002675232761	0.006013998538	0.01834603564
35	7	0.0003259903855	0.004734229323	0.04019089169
35	8	0.001428022573	0.006097400243	0.008003484895
35	9	0.00119178409	0.002017079517	0.045995888
36	0	0.007178682209	0.007646561368	0.02229150296
36	1	0.003026848086	0.00391057083	0.02801943257
36	2	0.00308471666	0.01388985495	0.06251656169
36	3	0.01160266872	0.02200681285	0.06487405516
36	4	0.0002558824016	0.002763958603	0.0100109838
36	5	0.002125650159	0.03842412169	0.03943747201
36	6	0.002675232761	0.005613884774	0.02333033779
36	7	0.0003259903855	0.004734229323	0.03018804341
36	8	0.001428022573	0.00707843152	0.008003484895
36	9	0.00110179768	0.002017079517	0.03461198005
37	0	0.01063493513	0.01641854515	0.03665239351
37	1	0.001383172836	0.01008454645	0.02640326907
37	2	0.00308471666	0.02391232016	0.02463942218
37	3	0.003515859125	0.02200681285	0.0560514434
37	4	0.001094347783	0.002763958603	0.007892790636
37	5	0.006973595358	0.01649260039	0.01812153771
37	6	0.005347766321	0.007669859379	0.02333033779
37	7	0.0003259903855	0.01236452354	0.03018804341
37	8	0.003445048248	0.005980766026	0.008003484895
37	9	0.006458719697	0.01529108843	0.03889066447
38	0	0.002048044951	0.01728808932	0.0508203188
38	1	0.001383172836	0.01221024527	0.03727776251
38	2	0.00308471666	0.02391232016	0.02444510656
38	3	0.003515859125	0.007822588915	0.04684115491
38	4	0.001094347783	0.001988354368	0.00556668241
38	5	0.006973595358	0.01649260039	0.01812153771
38	6	0.005347766321	0.01059496802	0.03558752094
38	7	0.0003259903855	0.0134070147	0.04484292542
38	8	0.003445048248	0.005980766026	0.008003484895
38	9	0.002487424198	0.006458719697	0.02570470371
39	0	0.006068238668	0.03010981882	0.0348273338
39	1	0.006101138607	0.01221024527	0.03727776251
39	2	0.008134395056	0.01091332686	0.04190438728
39	3	0.003515859125	0.007595033159	0.04332208711
39	4	0.001140406192	0.001988354368	0.003200864688
39	5	0.005425577311	0.01548736396	0.01649260039
39	6	0.005347766321	0.01059496802	0.03125875679
39	7	0.01328403361	0.0134070147	0.03739143485
39	8	0.004275236164	0.005812934652	0.01649085
39	9	0.006381729292	0.006485773302	0.04169480836
40	0	0.01332068356	0.03010981882	0.05126992182
40	1	0.007186007985	0.00873206209	0.03727776251
40	2	0.00236664803	0.0142748058	0.03744929431
40	3	0.003515859125	0.008784065301	0.02879568772
40	4	0.001140406192	0.001988354368	0.00943099129
40	5	0.009939856208	0.02239747238	0.02383382839
40	6	0.005347766321	0.01059496802	0.02534496941
40	7	0.001620664561	0.0134070147	0.02371736196
40	8	0.0006009028724	0.005435821839	0.005812934652
40	9	0.004735004755	0.006381729292	0.04804008769
41	0	0.01098381442	0.03010981882	0.03872912405
41	1	0.006531703516	0.00873206209	0.05244693859
41	2	0.00236664803	0.02296481003	0.05548938982
41	3	0.008784065301	0.009112455061	0.04203350586
41	4	0.001140406192	0.003647557202	0.009977199915
41	5	0.009939856208	0.01620554902	0.0248564312
41	6	0.0009477337749	0.002107094274	0.02534496941
41	7	0.001620664561	0.01040586455	0.02657686182
41	8	0.003987416631	0.005700483174	0.01303529011
41	9	0.007796985713	0.02197802618	0.03130264838
42	0	0.002128939464	0.004249554972	0.0342031039
42	1	0.004154060166	0.00873206209	0.01783351518
42	2	0.00452600453	0.0262138479	0.04480292863
42	3	0.008784065301	0.01447477717	0.07130933613
42	4	0.009246753227	0.009596550674	0.01068728196
42	5	0.009995935504	0.0148406514	0.06227896488
42	6	0.0009477337749	0.002107094274	0.01215784296
42	7	0.0008194145347	0.01040586455	0.03394487773
42	8	0.005700483174	0.01120140404	0.028214534
42	9	0.009138853441	0.01702622283	0.05614188724
43	0	0.003541900298	0.00930785159	0.0342031039
43	1	9.142607256e-05	0.002005337204	0.03136501798
43	2	0.009420310312	0.013563051	0.03140119307
43	3	0.008784065301	0.01363222903	0.03828921952
43	4	0.001257293999	0.01750977615	0.01793310632
43	5	0.005160087841	0.02654548933	0.06227896488
43	6	0.002257757773	0.00743671431	0.01215784296
43	7	0.0008194145347	0.007570951914	0.0461891192
43	8	0.005700483174	0.01321364831	0.02036655279
43	9	0.01057376173	0.01640678502	0.020438115
44	0	0.004215698433	0.01108608343	0.01212076535
44	1	0.0005988313143	0.004799028673	0.02499393227
44	2	0.003322719712	0.02387348077	0.03140119307
44	3	0.005404793669	0.02110582496	0.03994229965
44	4	0.01750977615	0.01783591378	0.02538893159
44	5	0.005160087841	0.03367444055	0.04171993873
44	6	1.705470093e-05	0.006503414596	0.01187784489
44	7	0.0008194145347	0.01640447257	0.0461891192
44	8	0.00482011876	0.01644213861	0.02036655279
44	9	0.01057376173	0.01362411118	0.04367491517
45	0	0.004215698433	0.01108608343	0.02954971154
45	1	0.0005988313143	0.01841437842	0.02269222073
45	2	0.001453932155	0.01710954732	0.02797268725
45	3	0.005404793669	0.009501679956	0.04137149044
45	4	0.007845200707	0.01331564059	0.01783591378
45	5	0.005160087841	0.03449834855	0.0410020456
45	6	1.705470093e-05	0.004054865896	0.01433023421
45	7	0.00286509505	0.01791739935	0.05703335208
45	8	0.002086677079	0.002319194028	0.01628385924
45	9	0.006639200358	0.01057376173	0.04058520055
46	0	0.004215698433	0.01894165951	0.02077230417
46	1	0.01611062646	0.01857246445	0.02841290203
46	2	0.001453932155	0.01710954732	0.02797268725
46	3	0.002104878527	0.007903665278	0.05544088611
46	4	0.00542398969	0.01331564059	0.01681222808
46	5	0.005160087841	0.03197266083	0.0665007948
46	6	1.705470093e-05	0.004054865896	0.02500516319
46	7	0.00286509505	0.007321459083	0.07412576287
46	8	0.003500252173	0.004936694681	0.006321467447
46	9	0.0001977723434	0.006673958245	0.01721831802
47	0	0.004098890443	0.01894165951	0.02963577427
47	1	0.007425440501	0.01857246445	0.03186353955
47	2	0.001145954907	0.01408086932	0.02797268725
47	3	0.002104878527	0.007903665278	0.03559102551
47	4	0.006176132696	0.01106766706	0.01925268549
47	5	0.005160087841	0.04523414682	0.06741524791
47	6	0.004054865896	0.004366145402	0.02683901193
47	7	0.007321459083	0.01401252569	0.07412576287
47	8	0.002538332176	0.003676488264	0.004936694681
47	9	0.0001977723434	0.005524844383	0.01158003161
48	0	0.004098890443	0.01272320939	0.04143116341
48	1	0.001282430164	0.01454089364	0.02486093788
48	2	0.0004417511054	0.01262171256	0.02797268725
48	3	0.001882376492	0.002104878527	0.03056487163
48	4	0.001558586634	0.001697799557	0.01925268549
48	5	0.01150987373	0.0223579052	0.05716489091
48	6	0.002589382875	0.004366145402	0.02683901193
48	7	0.001394640318	0.01380658377	0.05256843055
48	8	0.002538332176	0.004936694681	0.01015319193
48	9	0.005524844383	0.0080484334	0.01158003161
49	0	0.004098890443	0.008672205679	0.02387354736
49	1	0.001245537689	0.001282430164	0.02636986675
49	2	0.0003107637078	0.007841915291	0.02877699539
49	3	0.002104878527	0.006304298899	0.04122745339
49	4	0.001356129199	0.001697799557	0.01155749924
49	5	0.0089457178	0.02048875364	0.02311964185
49	6	0.002589382875	0.004366145402	0.02013152555
49	7	0.001394640318	0.009113215628	0.04579632234
49	8	0.0002231957888	0.006813349415	0.01015319193
49	9	0.003100925002	0.0080484334	0.03684725802
50	0	0.004098890443	0.008672205679	0.04381597777
50	1	0.0007420216085	0.001282430164	0.03825025681
50	2	0.0003107637078	0.007841915291	0.03969519518
50	3	0.002104878527	0.007022178011	0.04300590539
50	4	0.001356129199	0.001697799557	0.01454668696
50	5	0.0089457178	0.01640756498	0.02917665749
50	6	0.006523720159	0.01240696919	0.01734005559
50	7	0.007890631619	0.0167158459	0.04930367972
50	8	0.004523409233	0.009505754025	0.01015319193
50	9	0.009456656481	0.01865156593	0.02969125058
51	0	0.0002564740294	0.01538619855	0.04381597777
51	1	0.001620829578	0.01178949937	0.03518058931
51	2	0.0003107637078	0.03580935448	0.03969519518
51	3	0.009300139196	0.01521651347	0.04300590539
51	4	0.001356129199	0.001697799557	0.008497942164
51	5	0.00315736438	0.02367897653	0.03689398699
51	6	0.002615530776	0.008801181405	0.02542592484
51	7	0.005369253952	0.007890631619	0.03413642484
51	8	0.004523409233	0.00474698223	0.01232526545
51	9	0.009456656481	0.01865156593	0.02969125058
52	0	0.002023374784	0.01538619855	0.04381597777
52	1	0.004378090006	0.01178949937	0.03122135778
52	2	0.00156710861	0.03969519518	0.04254693971
52	3	0.01330950482	0.01534717664	0.04237084919
52	4	0.001503924548	0.001697799557	0.008497942164
52	5	0.00315736438	0.01847546332	0.03689398699
52	6	0.002615530776	0.008801181405	0.02542592484
52	7	0.005369253952	0.0076630929	0.05076398236
52	8	0.004523409233	0.006389048458	0.01232526545
52	9	0.006893111149	0.009456656481	0.03542089211
53	0	0.006684550008	0.01538619855	0.04343805789
53	1	0.006777395698	0.008160988298	0.03325729833
53	2	0.00156710861	0.03957166122	0.04254693971
53	3	0.006582414898	0.0123071251	0.06253481018
53	4	0.001697799557	0.001789922587	0.001791420846
53	5	0.01847546332	0.02013315308	0.0584712484
53	6	0.002615530776	0.008801181405	0.02613790504
53	7	0.006626264734	0.0076630929	0.05217870411
53	8	0.0001914643676	0.00405456886	0.01327597317
53	9	0.002888649131	0.006893111149	0.02389483562
54	0	0.005285572891	0.02414576158	0.04868839689
54	1	0.005739765028	0.008160988298	0.0299972377
54	2	0.004323855445	0.009538879986	0.01258846687
54	3	0.003371725885	0.006582414898	0.05227811604
54	4	0.001697799557	0.001789922587	0.001791420846
54	5	0.01495639167	0.04175435815	0.04474553626
54	6	0.002615530776	0.008801181405	0.03073298462
54	7	0.0008711103806	0.0076630929	0.04319780559
54	8	0.00405456886	0.01327597317	0.01665247326
54	9	0.003677409163	0.006893111149	0.02389483562
55	0	0.004245057039	0.005839551764	0.03442651949
55	1	0.00971817903	0.01664891473	0.01713274437
55	2	0.004323855445	0.009538879986	0.02454554319
55	3	0.01308191499	0.01509207417	0.05497276688
55	4	0.0002466095944	0.001789922587	0.001791420846
